,text,labels,predicted_label
15321,"Look, look, here I am standing next to the incubator. Uh, here is a microscopic view of the cells.",SHELDON,LEONARD
15322,Sure.,PENNY,SHELDON
15323,"Oh, my God, that’s where I know you from.",PENNY,LEONARD
15324,"He does that to me, too. Why do we put up with it?",SHELDON,SHELDON
15325,"Is it cold in here, ’cause, oh, my.",HOWARD,RAJ
15326,"I’m not going to bother him, I’m going to talk to him.",SHELDON,RAJ
15327,"I got to tell you, we’ve got to stop beating ourselves up like this. Excuse me, everybody. Can I have your attention, please? We’re all here tonight because we have no one to be with. But that doesn’t make us mutants. The only mutants here are in these comic books. We’ve got to stop defining our self-worth by whether or not we’re in a relationship. You know what I see when I look around? I see a room full of great people. So let’s give ourselves a break. We are a community, and as long as we have each other, we’re never truly alone.",RAJ,SHELDON
15328,This isn’t going to work if you’re guessing. When do you evacuate your bowels?,SHELDON,LEONARD
15329,"My head, what about yours?",PENNY,LEONARD
15330,Really? Silence?,LEONARD,LEONARD
15331,Are Leonard and Priya here?,PENNY,SHELDON
15332,Kill me.,LEONARD,SHELDON
15333,You’re not curious who she’s out with?,PENNY,LEONARD
15334,"Wow. Pouting and running away actually worked. I must say, that may not be a lesson you want to reinforce with me. So, um, what is the solution?",SHELDON,OTHERS
15335,"You know, people are quick to accuse me of being difficult to live with, but the truth is, Amy is just as challenging.",SHELDON,PENNY
15336,"No, that doesn’t seem any more likely.",SHELDON,SHELDON
15337,I do.,SHELDON,SHELDON
15338,"Well, it doesn’t matter. We’re not going to the hospital now.",PENNY,SHELDON
15339,"Penny did it, I win. Suck it, jackasses.",OTHERS,LEONARD
15340,But you charged me hundreds for this stuff.,RAJ,LEONARD
15341,"You know, it might be fun. You love hummus.",SHELDON,OTHERS
15342,"Are you insane, you can’t just break into a woman’s apartment in the middle of the night and clean.",LEONARD,LEONARD
15343,I’m not sick. It’s for work. There’s this doctor who refuses to see any sales reps. I’ve been trying to get in for months.,PENNY,SHELDON
15344,"FYI, I was defrosting a steak in there.",SHELDON,SHELDON
15345,Are you kidding? I couldn’t even talk him into giving me one of his freakin’ napkins.,LEONARD,SHELDON
15346,"Well, you clearly did something to aggravate her.",LEONARD,PENNY
15347,He’s worried about looking foolish. That’s a heapin’ helping of irony right there.,HOWARD,PENNY
15348,But you said you were working with me.,OTHERS,PENNY
15349,"Yeah, well, tell it to someone who cares.",SHELDON,SHELDON
15350,Well I’m not trying to have sex with her.,LEONARD,SHELDON
15351,I told you those Walking Dead pillowcases were a bad idea.,PENNY,OTHERS
15352,"Uh, we know that… Newton was a really smart cookie. Oh! Is that where Fig Newtons come from?",PENNY,HOWARD
15353,"Really Leonard. Insults? After I spent two hours in your closet, waiting for you to fall asleep?",SHELDON,SHELDON
15354,It’s not okay. How can I even work here anymore?,OTHERS,LEONARD
15355,I would like to propose that the three of you accompany me.,SHELDON,PENNY
15356,"Raj is looking for a cheap place to live, and I wrote India.",HOWARD,PENNY
15357,There you go again.,HOWARD,LEONARD
15358,Amy’s changed. I might have to let her go.,SHELDON,LEONARD
15359,And a three hour dinner with Penny.,HOWARD,PENNY
15360,What do we do? Should we call someone?,LEONARD,HOWARD
15361,"Hey, do you want me to finish working on your man feet or not?",LEONARD,LEONARD
15362,"Well, they’re, they’re not locked in. The door just sticks.",OTHERS,LEONARD
15363,"Hey, Sheldon, I was up in the administration office, and I happened to overhear the name of the winner of this year’s Chancellor’s Award for Science.",LEONARD,SHELDON
15364,Hi.,PENNY,LEONARD
15365,What?  Hello?,SHELDON,LEONARD
15366,What about me?,LEONARD,SHELDON
15367,"Well, then let’s un-pause it.",LEONARD,LEONARD
15368,"Speaking of which, according to a recent study out of Oxford University, when someone takes on a new romantic partner, that person loses one or two close friends.",SHELDON,LEONARD
15369,"Hey, don’t bring my mother into this!",HOWARD,PENNY
15370,"Wait. Are we starting now? Or is that what you’re going to say when we do start, or…",RAJ,PENNY
15371,"Okay, the car is waiting. Do you want to walk me downstairs?",OTHERS,PENNY
15372,"Okay, uh, number one, in matters of physics, I have the final say. In matters of neuroscience, you have the final say. Unless I disagree. Oh, here. Number two, when we publish,",SHELDON,SHELDON
15373,It’s not every day you get to tour NASA with a real astronaut.,HOWARD,SHELDON
15374,It turns out he doesn’t care if I’m married or if I’m single. He’s basically given up on me.,RAJ,LEONARD
15375,"No, thank you. I’m really not much of a dancer.",LEONARD,SHELDON
15376,"Okay, the notion that you can read a few books and come up with a definitive theory of comedy is absurd. I mean, humour is a complex neurological…  Okay, that’s pretty good.",OTHERS,LEONARD
15377,Oh! Already? Why don’t you stay over?,OTHERS,RAJ
15378,I’m open to the possibility.,SHELDON,RAJ
15379,But I occupy the moral high ground.,SHELDON,SHELDON
15380,What could be better? We’re in.,HOWARD,OTHERS
15381,"To live with Penny and not you, you crazy bastard.",LEONARD,SHELDON
15382,Ah now th-th-there you go. Always made it worse.,LEONARD,SHELDON
15383,Of course not.,SHELDON,LEONARD
15384,"Yes. Yes, I am.",HOWARD,PENNY
15385,Is he always like this when he loses?,OTHERS,SHELDON
15386,I can’t believe he ran my credit.,OTHERS,SHELDON
15387,"Actually, I don’t need a team, I could easily defeat you single-handedly. But the rules require four, so may I introduce, the third floor janitor, he lady from the lunchroom, and, my Spanish is not good, either her son or her butcher. And what about your team? What rat have you recruited to the SS Sinking Ship?",SHELDON,LEONARD
15388,Yeah. I wish I’d fought harder for the rest of ’em.,LEONARD,LEONARD
15389,"Hey, how about we stay the night and hit Legoland in the morning?",RAJ,SHELDON
15390,"Look, I’m telling you, I’ve known you for, like, a year and a half and this is the first time I feel like I’m talking to a real person. And you know what? I like him, he’s a nice guy.",PENNY,LEONARD
15391,"Did you have fun? Because if you had fun, then you are, you are a winner. Now that’s, that-that’s what chess is all about.",LEONARD,HOWARD
15392,What does that mean?,PENNY,SHELDON
15393,"Like what? Yeah, yeah, I see you, you’re making a little cheque sign in the air, I got it, just hold your horses. What does Leonard complain about?",PENNY,HOWARD
15394,"No, wait, the evening’s not over.",RAJ,LEONARD
15395,I think Mother Teresa would have washed the clothes first.,OTHERS,PENNY
15396,It wasn’t that bad.,HOWARD,OTHERS
15397,Hey.,OTHERS,LEONARD
15398,"You know, maybe she doesn’t recognize her name because of Raj’s accent.",OTHERS,SHELDON
15399,Shh! Elevator shaft.,HOWARD,LEONARD
15400,Not as good as you apparently.,PENNY,LEONARD
15401,Sure. We could try multiple regressions with varying physical and experimental constants.,HOWARD,PENNY
15402,When did my idea become our idea?,LEONARD,HOWARD
15403,"There are a number of options and, I’m really not familiar enough with the cushion densities, air flow patterns and dispersion of sunlight to make an informed choice.",SHELDON,SHELDON
15404,See you then.,OTHERS,PENNY
15405,Good. Glad is good.,LEONARD,RAJ
15406,"I’m no stranger to memetic epidemiology. At Johnson Elementary School, the phrase Shelly Cooper’s a smelly pooper spread like wildfire.",SHELDON,PENNY
15407,Hello.,SHELDON,LEONARD
15408,"No, he didn’t.",OTHERS,SHELDON
15409,"That’s not necessary, it’s like Sesame Street says, one of these things is not like the other, one of these things should die alone.",OTHERS,LEONARD
15410,"So what do you think, Howard? It’s not that bad, right?",SHELDON,LEONARD
15411,"I mean, just because most of the men I’ve known in my life happen to be jerks, doesn’t mean I should just assume Leonard and Sheldon are. Right?",PENNY,PENNY
15412,"No, although it’s a question I’ve been pondering since preschool.",SHELDON,SHELDON
15413,"Would you prefer a simpler application of Heisenberg’s uncertainty principle, in which I could either know where you are or whether I like you, but not both?",SHELDON,LEONARD
15414,I like your suit.,OTHERS,SHELDON
15415,"Oh, it’s complicated. He finds pushing that little door and reaching up into the machine",LEONARD,OTHERS
15416,And I’m Dr. Amy Farrah Fowler.,OTHERS,PENNY
15417,Follow Mrs. Wolowitz.,HOWARD,LEONARD
15418,"Fine. I’m mad at you. Not only did you ruin Raiders for me, you may have ruined the whole franchise. Except for the fourth one, which was bad before you got your mitts on it.",SHELDON,HOWARD
15419,All I know is after the fight I went to Emily’s to smooth…,SHELDON,SHELDON
15420,"No, he’s not. We’re just friends. Look, is this gonna be a problem? Because he’s supposed to come over tomorrow to work.",PENNY,LEONARD
15421,Dobby the elf dies in book seven.,SHELDON,SHELDON
15422,A physics point.,SHELDON,RAJ
15423,We won’t know if there’s equality until female Thor has a baby and the Avengers are cool with her pumping breast milk at work.,OTHERS,LEONARD
15424,"Leslie, you are way off base here.",LEONARD,LEONARD
15425,"To be fair, we may have been on edge because of the Christmas tree.",PENNY,LEONARD
15426,"No, no, no, I can do it.",LEONARD,PENNY
15427,You’re weighing me down. I’m a falcon who hunts better solo.,HOWARD,PENNY
15428,So?,OTHERS,PENNY
15429,"And you were right about my motives, I was hoping to establish a relationship with Penny that might have some day led to sex.",LEONARD,SHELDON
15430,"Well, the equation balances, but it’s certainly not elegant.",SHELDON,PENNY
15431,I’ve seen old pictures of you. You were never a fat kid.,LEONARD,PENNY
15432,"Yes. Now, help me!",HOWARD,SHELDON
15433,"Well, you should talk to Stuart.",LEONARD,LEONARD
15434,"Also, you’re tasked with bringing home all takeout dinners. Tonight is Thai food. You’ll find the standard order in appendix B or downloadable from my FTP server. If you have any questions, here’s the FAQ sheet, or if you prefer the human touch, I do a live web chat called Apartment Talk on Tuesday nights.",SHELDON,HOWARD
15435,Can I pee now?,OTHERS,LEONARD
15436,"To quote Han Solo, I know.",SHELDON,LEONARD
15437,Give me back my key.,PENNY,PENNY
15438,All right. Let’s go to the comic book store.,SHELDON,PENNY
15439,Please? I went to your boring thing last month.,PENNY,SHELDON
15440,Whose tongue?,LEONARD,LEONARD
15441,Come in.,SHELDON,HOWARD
15442,Where are you going?,LEONARD,SHELDON
15443,Yes.,LEONARD,PENNY
15444,Leonard?  Leonard?  Leonard?,SHELDON,LEONARD
15445,Downward-facing dog.,RAJ,PENNY
15446,Yes?,SHELDON,RAJ
15447,Why?,LEONARD,OTHERS
15448,"Great, so they own my idea for a T-shirt that says Dumb as a Bag of Geologists.",SHELDON,LEONARD
15449,Yes.,SHELDON,SHELDON
15450,"Oh, I have so many things to tell your biographer.",LEONARD,LEONARD
15451,Your old Tuesday hamburger will be so broken hearted.,LEONARD,SHELDON
15452,"They stole everything, Leonard, everything.",SHELDON,SHELDON
15453,What the hell is he up to?,HOWARD,SHELDON
15454,"Here’s a fun Postal fact. The inner side of our mailbox is under federal jurisdiction. So, if you broke my right thumb, that’s Pasadena city police. But if you broke my left thumb, that’s the FBI.",SHELDON,HOWARD
15455,"I’m sorry. You know what I’m talking about, though.",PENNY,LEONARD
15456,"So movies, yes or no?",PENNY,LEONARD
15457,"All right, But I’m given to understand that when you have something awkward to discuss with someone, it’s more palatable to preface it with banal chit chat.",SHELDON,LEONARD
15458,"If you’re compiling a mix CD for a double suicide.  Oh, I hope that scratching post is for you.",SHELDON,LEONARD
15459,"Because when he wasn’t happy, we wanted to kill him. There was even a plan. We were going to throw his Kindle outside, and when he went to get it, lock the door and let him freeze to death.",LEONARD,PENNY
15460,Feel better?,OTHERS,SHELDON
15461,Really? Are you sure about that?,PENNY,LEONARD
15462,Why would I have a guy? I don’t have any money.,LEONARD,SHELDON
15463,It’s never safe.,LEONARD,LEONARD
15464,"Here you go, boys. I’ll pick it up when you’re ready.",PENNY,PENNY
15465,Yes.,PENNY,SHELDON
15466,Made up my mind to date both of them by pretending to be twin brothers.,OTHERS,PENNY
15467,"Okay. Star Trek, the original series, the Enterprise was on a five-year mission to explore new worlds. Think of this as your personal five-week mission to do the same.",LEONARD,LEONARD
15468,"Before I made that call, my pig was alive and happy and rolling around in the mud. Now he’s illegally buried in our backyard next to my great-grandmother.",PENNY,SHELDON
15469,We’re sorry. What do you need?,PENNY,SHELDON
15470,Buddy.,SHELDON,OTHERS
15471,Have fun.,LEONARD,SHELDON
15472,"Great.  Now, where were we?",PENNY,SHELDON
15473,"And I’m glad you and I are friends again, too.",SHELDON,SHELDON
15474,"You continue to underestimate me, my good man.",SHELDON,RAJ
15475,I’m not ignoring my sister. I’m ignoring all of you.,SHELDON,SHELDON
15476,You still didn’t pick a date.,SHELDON,PENNY
15477,Have you thought about advertising directly to females?,OTHERS,OTHERS
15478,"Well, you have to go. It’s Penny’s first time leading the Pledge of Allegiance.",SHELDON,SHELDON
15479,"No more talking, everybody go.",SHELDON,RAJ
15480,Thank you for making me tea.,SHELDON,LEONARD
15481,"You and… oh, sure, and while we’re at it, why don’t we get engaged, too? Why don’t we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?",SHELDON,OTHERS
15482,"Well, didn’t he do a lot of the work?",PENNY,SHELDON
15483,What’s up?,PENNY,SHELDON
15484,"You know, I got to tell you, a lot of friends would let their friend go alone, but that’s not who you are, you are the kind of guy who stands by a friend when… when he has a symposium to go to.",PENNY,LEONARD
15485,Yeah?,HOWARD,SHELDON
15486,Huh. It can’t be a coincidence. There must be some causal link I’m missing.,SHELDON,RAJ
15487,"When? How about in the car? I’m an astronaut, and you know it. You just don’t like admitting it, because you’re jealous.",HOWARD,LEONARD
15488,"I promised myself, if I ever got friends, I’d do whatever they said. Really, I’m lucky you found me before a cult did.",OTHERS,SHELDON
15489,"You’re preaching to the choir, sister.",SHELDON,LEONARD
15490,I doubt you’d understand. Sheldon tells me you only have a master’s degree.,OTHERS,HOWARD
